0,eu-002-2.png
1,1
2,462
3,354
4,1430
5,2150
6,eu-027-4.png
7,0
8,eu-011-5.png
9,1
10,266
11,329
12,1586
13,2119
14,eu-026-5.png
15,1
16,2187
17,1467
18,3126
19,2242
20,eu-004-1.png
21,0
22,eu-007-6.png
23,0
24,eu-005-06.png
25,0
26,eu-006-2.png
27,0
28,eu-013-2.png
29,1
30,778
31,525
32,1523
33,2113
34,eu-022-3.png
35,0
36,eu-029-1.png
37,2
38,971
39,185
40,3143
41,2398
42,2428
43,211
44,3157
45,2142
46,eu-023-2.png
47,0
48,eu-012-1.png
49,0
50,eu-005-08.png
51,0
52,eu-019-1.png
53,1
54,398
55,373
56,1353
57,2062
58,eu-025-4.png
59,3
60,1727
61,1438
62,2504
63,2234
64,930
65,584
66,1646
67,1413
68,919
69,1416
70,1555
71,2185
72,eu-021-4.png
73,2
74,1866
75,306
76,2713
77,2212
78,598
79,218
80,1241
81,2320
82,eu-024-1.png
83,3
84,814
85,260
86,1270
87,1815
88,1363
89,228
90,1708
91,1823
92,2624
93,1279
94,3078
95,1814
96,eu-013-3.png
97,1
98,505
99,485
100,2758
101,1816
102,eu-017-1.png
103,0
104,eu-017-3.png
105,1
106,1098
107,530
108,2933
109,1991
110,eu-034-3.png
111,0
112,eu-027-1.png
113,0
114,eu-021-2.png
115,2
116,1423
117,212
118,2966
119,2221
120,2558
121,247
122,2839
123,1437
124,eu-034-4.png
125,0
126,eu-025-5.png
127,0
128,eu-030-1.png
129,2
130,917
131,115
132,1986
133,2248
134,2161
135,118
136,2987
137,2267
138,eu-014-2.png
139,3
140,262
141,433
142,2217
143,3120
144,1289
145,734
146,2022
147,2885
148,394
149,926
150,1146
151,3010
152,eu-007-7.png
153,1
154,572
155,378
156,1458
157,2070
158,eu-023-4.png
159,2
160,932
161,684
162,1688
163,2195
164,2474
165,1387
166,3191
167,2240
168,eu-021-3.png
169,0
170,eu-033-3.png
171,0
172,eu-001-1.png
173,1
174,643
175,308
176,2611
177,2140
178,eu-007-2.png
179,0
180,eu-009-1.png
181,1
182,1773
183,363
184,2469
185,2159
186,eu-033-2.png
187,0
188,eu-022-2.png
189,1
190,1598
191,316
192,2375
193,1917
194,eu-003-1.png
195,2
196,1849
197,350
198,3020
199,2307
200,1220
201,351
202,1855
203,2149
204,eu-027-2.png
205,2
206,800
207,593
208,1189
209,2196
210,2468
211,591
212,3154
213,2289
214,eu-008-1.png
215,1
216,431
217,637
218,1479
219,1638
220,eu-022-1.png
221,1
222,418
223,140
224,2128
225,1945
226,eu-023-1.png
227,1
228,1042
229,1081
230,1953
231,1898
232,eu-006-5.png
233,0
234,eu-010-2.png
235,0
236,eu-012-2.png
237,4
238,1593
239,306
240,2556
241,1444
242,483
243,1261
244,1428
245,2112
246,469
247,329
248,1441
249,1266
250,1567
251,1268
252,2545
253,2107
254,eu-004-4.png
255,0
256,eu-024-3.png
257,2
258,2303
259,1106
260,2869
261,1857
262,1988
263,204
264,3324
265,1857
266,eu-014-4.png
267,0
268,eu-030-2.png
269,2
270,864
271,197
272,1830
273,2415
274,2148
275,215
276,2975
277,2007
278,eu-034-2.png
279,1
280,1659
281,316
282,1962
283,2166
284,eu-011-3.png
285,1
286,1142
287,359
288,2667
289,2106
290,eu-005-11.png
291,0
292,eu-026-2.png
293,2
294,2239
295,1135
296,2842
297,1842
298,933
299,1033
300,1821
301,1831
302,eu-006-4.png
303,0
304,eu-011-1.png
305,1
306,355
307,248
308,3154
309,2182
310,eu-007-5.png
311,1
312,465
313,213
314,1894
315,2024
316,eu-005-09.png
317,1
318,475
319,286
320,896
321,2274
322,eu-024-2.png
323,1
324,928
325,641
326,1677
327,2250
328,eu-010-1.png
329,1
330,654
331,307
332,3286
333,2314
334,eu-003-2.png
335,2
336,271
337,332
338,1213
339,2307
340,1449
341,364
342,1866
343,2148
344,eu-005-04.png
345,0
346,eu-008-2.png
347,0
348,eu-004-3.png
349,1
350,638
351,107
352,1714
353,2148
354,eu-005-01.png
355,0
356,eu-010-3.png
357,2
358,2369
359,334
360,3063
361,2114
362,420
363,295
364,2155
365,2152
366,eu-026-4.png
367,0
368,eu-023-5.png
369,1
370,1945
371,1090
372,2834
373,1816
374,eu-013-4.png
375,2
376,556
377,527
378,970
379,1992
380,649
381,1325
382,1786
383,2163
384,eu-027-3.png
385,0
386,eu-005-03.png
387,1
388,376
389,134
390,3071
391,2149
392,eu-015-2.png
393,0
394,eu-020-1.png
395,1
396,534
397,248
398,2893
399,1653
400,eu-007-4.png
401,1
402,366
403,121
404,1951
405,2055
406,eu-005-02.png
407,0
408,eu-028-1.png
409,2
410,1659
411,83
412,2474
413,2332
414,881
415,63
416,2110
417,2306
418,eu-005-05.png
419,1
420,538
421,307
422,2553
423,2216
424,eu-005-10.png
425,0
426,eu-031-1.png
427,2
428,841
429,101
430,1747
431,2259
432,1916
433,219
434,2807
435,2221
436,eu-016-1.png
437,1
438,426
439,486
440,2058
441,1709
442,eu-021-1.png
443,0
444,eu-026-3.png
445,1
446,775
447,608
448,1304
449,2216
450,eu-007-1.png
451,0
452,eu-015-1.png
453,1
454,406
455,375
456,1224
457,3204
458,eu-025-3.png
459,2
460,2791
461,218
462,3115
463,1725
464,875
465,1052
466,1653
467,1885
468,eu-015-3.png
469,1
470,577
471,338
472,1859
473,2084
474,eu-018-1.png
475,1
476,474
477,720
478,1239
479,2893
480,eu-025-1.png
481,2
482,1390
483,1090
484,2243
485,1852
486,2260
487,1088
488,3218
489,1867
490,eu-005-07.png
491,0
492,eu-018-2.png
493,1
494,478
495,450
496,2180
497,2033
498,eu-006-1.png
499,0
500,eu-008-3.png
501,1
502,1697
503,317
504,2488
505,2095
506,eu-025-2.png
507,1
508,2278
509,1454
510,3231
511,2249
512,eu-002-1.png
513,3
514,499
515,233
516,1038
517,2162
518,1392
519,223
520,2655
521,2208
522,2335
523,330
524,2952
525,2167
526,eu-011-4.png
527,1
528,1759
529,375
530,2165
531,2132
532,eu-026-1.png
533,2
534,1004
535,1410
536,1697
537,2220
538,2168
539,1303
540,2959
541,2242
542,eu-007-3.png
543,1
544,377
545,236
546,1837
547,2021
548,eu-011-2.png
549,0
550,eu-032-1.png
551,4
552,2424
553,1060
554,3035
555,2212
556,873
557,190
558,1578
559,2283
560,2402
561,127
562,3025
563,1652
564,1527
565,91
566,2184
567,2244
568,eu-033-1.png
569,1
570,1838
571,208
572,2787
573,2229
574,eu-004-2.png
575,0
576,eu-023-3.png
577,1
578,819
579,190
580,2577
581,2013
582,eu-033-4.png
583,0
584,eu-017-2.png
585,1
586,534
587,506
588,2332
589,1796
590,eu-034-1.png
591,0
592,eu-014-3.png
593,0
594,eu-006-3.png
595,1
596,1816
597,304
598,2329
599,2116
600,eu-014-1.png
601,0
602,eu-004-5.png
603,0
604,eu-013-1.png
605,1
606,585
607,381
608,1203
609,2057
